lo_orderkey|lo_linenumber|lo_custkey|lo_partkey|lo_suppkey|lo_orderdate|lo_orderpriority|lo_shippriority|lo_quantity|lo_extendedprice|lo_ordertotalprice|lo_discount|lo_revenue|lo_supplycost|lo_tax|lo_commitdate|lo_shipmode
3138|3|29|197|1|19920409|1-URGENT|0|32|3511008|6582243|0|3511008|65831|1|19920705|MAIL
3139|1|7|40|1|19951110|1-URGENT|0|46|4324184|13169407|8|3978249|56402|3|19960111|FOB
3139|2|7|82|1|19951110|1-URGENT|0|36|3535488|13169407|9|3217294|58924|7|19951222|MAIL
3139|3|7|105|2|19951110|1-URGENT|0|15|1507650|13169407|9|1371961|60306|2|19960124|FOB
3139|4|7|164|1|19951110|1-URGENT|0|42|4469472|13169407|9|4067219|63849|4|19960123|MAIL
3140|1|2|7|2|19920628|3-MEDIUM|0|21|1904700|1787370|8|1752324|54420|2|19920819|REG AIR
3141|1|22|177|2|19930217|1-URGENT|0|32|3446944|11595996|6|3240127|64630|0|19930327|FOB
3141|2|22|10|2|19930217|1-URGENT|0|37|3367037|11595996|10|3030333|54600|5|19930325|AIR
3141|3|22|79|2|19930217|1-URGENT|0|9|881163|11595996|9|801858|58744|2|19930319|MAIL
3141|4|22|46|2|19930217|1-URGENT|0|47|4446388|11595996|3|4312996|56762|1|19930422|TRUCK
3142|1|28|120|2|19920130|5-LOW|0|15|1530180|4536024|3|1484274|61207|8|19920321|AIR
3142|2|28|9|1|19920130|5-LOW|0|15|1363500|4536024|4|1308960|54540|7|19920406|SHIP
3142|3|28|188|2|19920130|5-LOW|0|8|870544|4536024|3|844427|65290|5|19920317|FOB
3142|4|28|180|1|19920130|5-LOW|0|6|648108|4536024|6|609221|64810|6|19920318|RAIL
3143|1|4|90|2|19931221|3-MEDIUM|0|22|2178198|15634329|2|2134634|59405|0|19940127|MAIL
3143|2|4|183|2|19931221|3-MEDIUM|0|40|4332720|15634329|3|4202738|64990|8|19940130|FOB
3143|3|4|183|1|19931221|3-MEDIUM|0|22|2382996|15634329|5|2263846|64990|3|19940312|MAIL
3143|4|4|66|1|19931221|3-MEDIUM|0|46|4443876|15634329|5|4221682|57963|8|19940122|REG AIR
3143|5|4|185|1|19931221|3-MEDIUM|0|13|1410734|15634329|9|1283767|65110|7|19940312|MAIL
3143|6|4|27|1|19931221|3-MEDIUM|0|8|741616|15634329|8|682286|55621|2|19940122|RAIL
3168|1|1|60|1|19971109|1-URGENT|0|46|4416276|14535737|8|4062973|57603|8|19971211|SHIP
3168|2|1|154|1|19971109|1-URGENT|0|1|105415|14535737|6|99090|63249|8|19971221|SHIP
3168|3|1|128|1|19971109|1-URGENT|0|13|1336556|14535737|9|1216265|61687|2|19980207|SHIP
3168|4|1|165|2|19971109|1-URGENT|0|11|1171676|14535737|2|1148242|63909|5|19971226|SHIP
3168|5|1|129|1|19971109|1-URGENT|0|21|2161152|14535737|3|2096317|61747|4|19971224|FOB
3168|6|1|93|1|19971109|1-URGENT|0|49|4866141|14535737|1|4817479|59585|1|19971209|RAIL
3168|7|1|84|2|19971109|1-URGENT|0|6|590448|14535737|8|543212|59044|1|19980128|TRUCK
3169|1|10|192|1|19930406|5-LOW|0|12|1310628|3197316|1|1297521|65531|4|19930702|REG AIR
3169|2|10|200|2|19930406|5-LOW|0|17|1870340|3197316|5|1776823|66012|4|19930507|TRUCK
3170|1|19|40|2|19920603|4-NOT SPECI|0|12|1128048|12400539|3|1094206|56402|3|19920811|TRUCK
3170|2|19|100|1|19920603|4-NOT SPECI|0|21|2100210|12400539|1|2079207|60006|0|19920825|MAIL
3170|3|19|89|2|19920603|4-NOT SPECI|0|27|2670516|12400539|0|2670516|59344|5|19920823|AIR
3170|4|19|41|1|19920603|4-NOT SPECI|0|34|3199536|12400539|5|3039559|56462|4|19920805|TRUCK
3170|5|19|90|1|19920603|4-NOT SPECI|0|32|3168288|12400539|2|3104922|59405|4|19920706|SHIP
3171|1|29|47|1|19960810|5-LOW|0|34|3219936|15874413|4|3091138|56822|0|19960930|REG AIR
3171|2|29|139|1|19960810|5-LOW|0|50|5195650|15874413|1|5143693|62347|4|19960918|REG AIR
3171|3|29|74|2|19960810|5-LOW|0|27|2629989|15874413|7|2445889|58444|3|19961024|FOB
3171|4|29|32|2|19960810|5-LOW|0|6|559218|15874413|3|542441|55921|3|19960919|MAIL
3171|5|29|175|1|19960810|5-LOW|0|42|4515714|15874413|9|4109299|64510|6|19960918|SHIP
3172|1|26|96|2|19951115|5-LOW|0|4|398436|12695300|6|374529|59765|7|19960127|TRUCK
3172|2|26|148|2|19951115|5-LOW|0|43|4507002|12695300|5|4281651|62888|7|19951219|MAIL
3172|3|26|132|2|19951115|5-LOW|0|13|1341769|12695300|3|1301515|61927|1|19960118|MAIL
3172|4|26|135|2|19951115|5-LOW|0|28|2898364|12695300|8|2666494|62107|4|19951226|MAIL
3172|5|26|64|1|19951115|5-LOW|0|31|2988586|12695300|5|2839156|57843|8|19960208|SHIP
3172|6|26|51|1|19951115|5-LOW|0|6|570630|12695300|2|559217|57063|0|19960129|SHIP
3173|1|10|195|1|19940715|5-LOW|0|35|3833165|10450216|1|3794833|65711|8|19940919|RAIL
3173|2|10|178|2|19940715|5-LOW|0|5|539085|10450216|9|490567|64690|7|19940822|REG AIR
3173|3|10|46|2|19940715|5-LOW|0|16|1513664|10450216|6|1422844|56762|1|19940826|SHIP
3173|4|10|94|1|19940715|5-LOW|0|2|198818|10450216|0|198818|59645|0|19941011|MAIL
3173|5|10|185|1|19940715|5-LOW|0|2|217036|10450216|0|217036|65110|6|19940826|MAIL
3173|6|10|9|1|19940715|5-LOW|0|15|1363500|10450216|4|1308960|54540|0|19940830|SHIP
3173|7|10|28|2|19940715|5-LOW|0|27|2505654|10450216|2|2455540|55681|8|19941003|TRUCK
3174|1|4|186|1|19960207|1-URGENT|0|6|651708|9285691|4|625639|65170|8|19960503|AIR
3174|2|4|194|2|19960207|1-URGENT|0|4|437676|9285691|1|433299|65651|5|19960401|RAIL
3174|3|4|92|1|19960207|1-URGENT|0|21|2083389|9285691|8|1916717|59525|5|19960321|MAIL
3174|4|4|192|2|19960207|1-URGENT|0|13|1419847|9285691|8|1306259|65531|6|19960419|SHIP
3174|5|4|72|1|19960207|1-URGENT|0|39|3791073|9285691|2|3715251|58324|6|19960502|TRUCK
3174|6|4|120|2|19960207|1-URGENT|0|8|816096|9285691|7|758969|61207|8|19960401|TRUCK
3175|1|20|120|2|19930702|4-NOT SPECI|0|28|2856336|7425704|10|2570702|61207|1|19930922|FOB
3175|2|20|1|1|19930702|4-NOT SPECI|0|38|3423800|7425704|1|3389562|54060|7|19930812|MAIL
3175|3|20|129|1|19930702|4-NOT SPECI|0|12|1234944|7425704|9|1123799|61747|7|19930902|AIR
3200|1|19|116|2|19921224|5-LOW|0|17|1727387|4346921|10|1554648|60966|0|19930308|AIR
3200|2|19|166|2|19921224|5-LOW|0|27|2878632|4346921|3|2792273|63969|0|19930318|REG AIR
3201|1|26|46|1|19971105|2-HIGH|0|11|1040644|3572337|10|936579|56762|6|19980102|TRUCK
3201|2|26|118|2|19971105|2-HIGH|0|27|2748897|3572337|8|2528985|61086|2|19971228|FOB
3202|1|2|183|2|19921226|1-URGENT|0|30|3249540|5060101|9|2957081|64990|2|19930312|SHIP
3202|2|2|20|1|19921226|1-URGENT|0|22|2024044|5060101|1|2003803|55201|2|19930218|MAIL
3203|1|29|144|1|19920411|5-LOW|0|23|2401522|21317582|1|2377506|62648|7|19920618|SHIP
3203|2|29|188|2|19920411|5-LOW|0|22|2393996|21317582|3|2322176|65290|3|19920607|REG AIR
3203|3|29|190|2|19920411|5-LOW|0|41|4469779|21317582|6|4201592|65411|6|19920525|FOB
3203|4|29|148|1|19920411|5-LOW|0|24|2515536|21317582|0|2515536|62888|0|19920705|RAIL
3203|5|29|157|2|19920411|5-LOW|0|23|2431445|21317582|0|2431445|63429|1|19920525|REG AIR
3203|6|29|19|1|19920411|5-LOW|0|31|2848931|21317582|9|2592527|55140|4|19920513|RAIL
3203|7|29|88|2|19920411|5-LOW|0|44|4347552|21317582|2|4260600|59284|0|19920605|AIR
3204|1|25|12|2|19960809|1-URGENT|0|10|912010|4816876|10|820809|54720|7|19961020|SHIP
3204|2|25|7|1|19960809|1-URGENT|0|39|3537300|4816876|10|3183570|54420|3|19961031|MAIL
3204|3|25|7|1|19960809|1-URGENT|0|7|634900|4816876|2|622202|54420|6|19961023|TRUCK
3205|1|5|68|2|19980216|1-URGENT|0|7|677642|11986102|9|616654|58083|0|19980424|SHIP
3205|2|5|29|1|19980216|1-URGENT|0|32|2972864|11986102|8|2735034|55741|3|19980517|RAIL
3205|3|5|103|1|19980216|1-URGENT|0|38|3811780|11986102|10|3430602|60186|8|19980410|AIR
3205|4|5|56|1|19980216|1-URGENT|0|10|956050|11986102|1|946489|57363|7|19980511|RAIL
3205|5|5|70|1|19980216|1-URGENT|0|18|1746126|11986102|3|1693742|58204|3|19980421|RAIL
3205|6|5|195|2|19980216|1-URGENT|0|19|2080861|11986102|7|1935200|65711|8|19980406|AIR
3206|1|17|176|2|19921009|1-URGENT|0|1|107617|6434486|7|100083|64570|5|19921216|FOB
3206|2|17|111|1|19921009|1-URGENT|0|37|3741107|6434486|7|3479229|60666|1|19921231|SHIP
3206|3|17|186|1|19921009|1-URGENT|0|24|2606832|6434486|0|2606832|65170|8|19921201|TRUCK
3207|1|28|113|2|19941024|5-LOW|0|2|202622|9099773|10|182359|60786|3|19941226|MAIL
3207|2|28|71|2|19941024|5-LOW|0|42|4078494|9099773|0|4078494|58264|0|19950115|SHIP
3207|3|28|152|2|19941024|5-LOW|0|17|1788655|9099773|3|1734995|63129|4|19941212|RAIL
3207|4|28|19|2|19941024|5-LOW|0|32|2940832|9099773|0|2940832|55140|3|19950101|SHIP
3232|1|4|14|1|19960405|4-NOT SPECI|0|22|2010822|8182019|10|1809739|54840|1|19960605|RAIL
3232|2|4|135|1|19960405|4-NOT SPECI|0|34|3519442|8182019|7|3273081|62107|4|19960511|SHIP
3232|3|4|181|2|19960405|4-NOT SPECI|0|3|324354|8182019|4|311379|64870|6|19960607|FOB
3232|4|4|51|1|19960405|4-NOT SPECI|0|6|570630|8182019|0|570630|57063|0|19960614|TRUCK
3232|5|4|10|1|19960405|4-NOT SPECI|0|24|2184024|8182019|8|2009302|54600|2|19960630|SHIP
3233|1|10|51|1|19951115|5-LOW|0|23|2187415|5412192|4|2099918|57063|5|19960202|AIR
3233|2|10|154|2|19951115|5-LOW|0|6|632490|5412192|2|619840|63249|8|19951227|REG AIR
3233|3|10|100|2|19951115|5-LOW|0|2|200020|5412192|4|192019|60006|6|19960124|AIR
3233|4|10|9|1|19951115|5-LOW|0|25|2272500|5412192|4|2181600|54540|7|19960129|RAIL
3234|1|29|79|1|19961106|4-NOT SPECI|0|45|4405815|8271538|1|4361756|58744|4|19961210|TRUCK
3234|2|29|84|2|19961106|4-NOT SPECI|0|23|2263384|8271538|3|2195482|59044|0|19961216|AIR
3234|3|29|75|2|19961106|4-NOT SPECI|0|16|1560112|8271538|6|1466505|58504|5|19961231|RAIL
3235|1|4|109|1|19920603|1-URGENT|0|9|908190|844616|7|844616|60546|0|19920712|AIR
3236|1|13|117|2|19930221|5-LOW|0|10|1017110|3947039|6|956083|61026|5|19930331|AIR
3236|2|13|122|1|19930221|5-LOW|0|21|2146452|3947039|1|2124987|61327|7|19930329|AIR
3236|3|13|118|1|19930221|5-LOW|0|7|712677|3947039|7|662789|61086|1|19930404|SHIP
3237|1|7|11|1|19980112|4-NOT SPECI|0|11|1002111|13297868|2|982068|54660|7|19980311|AIR
3237|2|7|4|1|19980112|4-NOT SPECI|0|31|2802400|13297868|3|2718328|54240|7|19980216|MAIL
3237|3|7|104|2|19980112|4-NOT SPECI|0|36|3614760|13297868|1|3578612|60246|6|19980303|SHIP
3237|4|7|62|1|19980112|4-NOT SPECI|0|13|1250678|13297868|3|1213157|57723|4|19980412|REG AIR
3237|5|7|8|2|19980112|4-NOT SPECI|0|48|4358400|13297868|9|3966144|54480|8|19980316|MAIL
3238|1|19|72|1|19961102|5-LOW|0|12|1166484|13704749|6|1096494|58324|1|19970117|AIR
3238|2|19|173|2|19961102|5-LOW|0|26|2790242|13704749|1|2762339|64390|6|19961214|REG AIR
3238|3|19|81|1|19961102|5-LOW|0|1|98108|13704749|0|98108|58864|4|19961228|SHIP
3238|4|19|171|1|19961102|5-LOW|0|34|3641978|13704749|1|3605558|64270|2|19961208|SHIP
3238|5|19|79|2|19961102|5-LOW|0|20|1958140|13704749|3|1899395|58744|2|19970102|MAIL
3238|6|19|25|1|19961102|5-LOW|0|43|3977586|13704749|8|3659379|55501|8|19970119|TRUCK
3239|1|11|45|2|19920627|1-URGENT|0|50|4725200|10032041|5|4488940|56702|1|19920915|FOB
3239|2|11|45|2|19920627|1-URGENT|0|43|4063672|10032041|1|4023035|56702|6|19920825|REG AIR
3239|3|11|13|1|19920627|1-URGENT|0|13|1186913|10032041|1|1175043|54780|5|19920804|MAIL
3264|1|1|200|1|19950317|5-LOW|0|39|4290780|7816232|6|4033333|66012|6|19950426|REG AIR
3264|2|1|131|1|19950317|5-LOW|0|34|3505842|7816232|0|3505842|61867|1|19950521|REG AIR
3265|1|23|25|2|19970107|5-LOW|0|8|740016|709527|6|695615|55501|2|19970325|TRUCK
3266|1|29|64|2|19940625|5-LOW|0|31|2988586|6830928|9|2719613|57843|2|19940812|MAIL
3266|2|29|38|1|19940625|5-LOW|0|43|4033529|6830928|6|3791517|56281|7|19940907|AIR
3267|1|4|185|2|19960301|3-MEDIUM|0|33|3581094|12418155|6|3366228|65110|1|19960517|AIR
3267|2|4|44|2|19960301|3-MEDIUM|0|31|2926524|12418155|3|2838728|56642|8|19960525|FOB
3267|3|4|178|1|19960301|3-MEDIUM|0|5|539085|12418155|1|533694|64690|5|19960413|MAIL
3267|4|4|82|2|19960301|3-MEDIUM|0|15|1473120|12418155|9|1340539|58924|4|19960501|REG AIR
3267|5|4|176|2|19960301|3-MEDIUM|0|33|3551361|12418155|9|3231738|64570|1|19960408|FOB
3267|6|4|162|1|19960301|3-MEDIUM|0|7|743512|12418155|6|698901|63729|5|19960412|SHIP
3268|1|8|96|1|19970528|1-URGENT|0|1|99609|17482734|6|93632|59765|8|19970803|TRUCK
3268|2|8|42|1|19970528|1-URGENT|0|40|3768160|17482734|8|3466707|56522|1|19970725|FOB
3268|3|8|47|1|19970528|1-URGENT|0|49|4640496|17482734|4|4454876|56822|1|19970719|TRUCK
3268|4|8|44|2|19970528|1-URGENT|0|41|3870564|17482734|9|3522213|56642|0|19970723|RAIL
3268|5|8|50|1|19970528|1-URGENT|0|2|190010|17482734|1|188109|57003|1|19970802|AIR
3268|6|8|82|1|19970528|1-URGENT|0|45|4419360|17482734|5|4198392|58924|2|19970729|SHIP
3268|7|8|200|2|19970528|1-URGENT|0|12|1320240|17482734|0|1320240|66012|5|19970821|MAIL
3269|1|7|161|1|19920101|1-URGENT|0|40|4244640|16120444|2|4159747|63669|7|19920307|TRUCK
3269|2|7|38|2|19920101|1-URGENT|0|46|4314938|16120444|0|4314938|56281|2|19920212|MAIL
3269|3|7|44|2|19920101|1-URGENT|0|39|3681756|16120444|2|3608120|56642|3|19920327|MAIL
3269|4|7|83|2|19920101|1-URGENT|0|37|3637396|16120444|7|3382778|58984|5|19920227|MAIL
3270|1|29|35|1|19941019|3-MEDIUM|0|11|1028533|16666986|7|956535|56101|6|19950102|AIR
3270|2|29|38|2|19941019|3-MEDIUM|0|44|4127332|16666986|10|3714598|56281|5|19950106|SHIP
3270|3|29|65|1|19941019|3-MEDIUM|0|20|1930120|16666986|1|1910818|57903|2|19941222|FOB
3270|4|29|189|2|19941019|3-MEDIUM|0|29|3158622|16666986|6|2969104|65350|5|19941214|MAIL
3270|5|29|34|2|19941019|3-MEDIUM|0|32|2988896|16666986|3|2899229|56041|0|19950108|REG AIR
3270|6|29|57|1|19941019|3-MEDIUM|0|29|2775445|16666986|1|2747690|57423|4|19950108|RAIL
3270|7|29|117|1|19941019|3-MEDIUM|0|9|915399|16666986|6|860475|61026|8|19950102|SHIP
3271|1|28|57|2|19921103|2-HIGH|0|30|2871150|2956135|1|2842438|57423|4|19930121|AIR
3296|1|25|84|2|19960417|5-LOW|0|12|1180896|11982673|6|1110042|59044|7|19960612|AIR
3296|2|25|149|2|19960417|5-LOW|0|31|3252334|11982673|8|2992147|62948|0|19960623|REG AIR
3296|3|25|185|1|19960417|5-LOW|0|29|3147022|11982673|2|3084081|65110|4|19960525|SHIP
3296|4|25|140|2|19960417|5-LOW|0|47|4888658|11982673|6|4595338|62408|0|19960618|FOB
3297|1|19|134|1|19931226|3-MEDIUM|0|10|1034130|967945|10|930717|62047|4|19940315|SHIP
3298|1|25|149|1|19950715|5-LOW|0|9|944226|3912996|1|934783|62948|6|19950821|REG AIR
3298|2|25|186|1|19950715|5-LOW|0|27|2932686|3912996|6|2756724|65170|6|19950818|FOB
3299|1|28|183|2|19940904|4-NOT SPECI|0|40|4332720|4286792|3|4202738|64990|2|19941130|AIR
3300|1|7|129|1|19951114|2-HIGH|0|3|308736|292866|7|287124|61747|2|19960201|REG AIR
3301|1|29|169|1|19971214|4-NOT SPECI|0|45|4811220|11685423|4|4618771|64149|5|19980205|FOB
3301|2|29|89|2|19971214|4-NOT SPECI|0|22|2175976|11685423|2|2132456|59344|8|19980224|SHIP
3301|3|29|145|1|19971214|4-NOT SPECI|0|9|940626|11685423|9|855969|62708|4|19980119|RAIL
3301|4|29|125|1|19971214|4-NOT SPECI|0|35|3587920|11685423|6|3372644|61507|8|19980309|REG AIR
3302|1|2|36|1|19921119|5-LOW|0|45|4212135|15768762|9|3833042|56161|0|19921221|FOB
3302|2|2|156|2|19921119|5-LOW|0|36|3802140|15768762|3|3688075|63369|3|19930121|RAIL
3302|3|2|136|2|19921119|5-LOW|0|24|2486712|15768762|7|2312642|62167|2|19930106|FOB
3302|4|2|56|2|19921119|5-LOW|0|31|2963755|15768762|8|2726654|57363|1|19930128|TRUCK
3302|5|2|60|2|19921119|5-LOW|0|30|2880180|15768762|0|2880180|57603|5|19930124|REG AIR
3303|1|1|184|1|19950703|2-HIGH|0|25|2710450|7561182|6|2547823|65050|1|19950820|SHIP
3303|2|1|21|1|19950703|2-HIGH|0|15|1381530|7561182|4|1326268|55261|6|19950811|SHIP
3303|3|1|99|1|19950703|2-HIGH|0|37|3696633|7561182|5|3511801|59945|2|19950924|TRUCK
3328|1|2|113|1|19941219|1-URGENT|0|6|607866|636800|3|589630|60786|8|19950224|TRUCK
3329|1|19|138|1|19930521|2-HIGH|0|36|3737268|4610770|9|3400913|62287|8|19930621|TRUCK
3329|2|19|6|2|19930521|2-HIGH|0|9|815400|4610770|0|815400|54360|2|19930620|MAIL
3329|3|19|123|1|19930521|2-HIGH|0|1|102312|4610770|4|98219|61387|8|19930816|REG AIR
3330|1|29|20|2|19941105|1-URGENT|0|49|4508098|12999929|5|4282693|55201|1|19950118|TRUCK
3330|2|29|124|1|19941105|1-URGENT|0|46|4710952|12999929|6|4428294|61447|5|19941206|REG AIR
3330|3|29|18|1|19941105|1-URGENT|0|44|4039244|12999929|6|3796889|55080|6|19941223|REG AIR
3331|1|19|64|2|19920916|4-NOT SPECI|0|9|867654|15132377|8|798241|57843|7|19921029|AIR
3331|2|19|21|1|19920916|4-NOT SPECI|0|38|3499876|15132377|6|3289883|55261|4|19921018|AIR
3331|3|19|3|2|19920916|4-NOT SPECI|0|26|2347800|15132377|9|2136498|54180|5|19921112|MAIL
3331|4|19|179|2|19920916|4-NOT SPECI|0|42|4532514|15132377|8|4169912|64750|4|19921016|RAIL
3331|5|19|3|2|19920916|4-NOT SPECI|0|46|4153800|15132377|1|4112262|54180|4|19921209|REG AIR
3332|1|16|84|1|19960218|5-LOW|0|28|2755424|4611353|10|2479881|59044|2|19960430|FOB
3332|2|16|136|2|19960218|5-LOW|0|21|2175873|4611353|8|2001803|62167|4|19960422|MAIL
3333|1|10|150|2|19951015|3-MEDIUM|0|27|2835405|15534971|6|2665280|63009|8|19951124|SHIP
3333|2|10|199|2|19951015|3-MEDIUM|0|36|3957084|15534971|8|3640517|65951|7|19951205|FOB
3333|3|10|108|1|19951015|3-MEDIUM|0|38|3830780|15534971|5|3639241|60486|5|19951202|MAIL
3333|4|10|113|1|19951015|3-MEDIUM|0|49|4964239|15534971|7|4616742|60786|7|19951229|MAIL
3334|1|22|187|2|19980123|5-LOW|0|20|2174360|12726676|4|2087385|65230|3|19980314|AIR
3334|2|22|190|2|19980123|5-LOW|0|7|763133|12726676|9|694451|65411|7|19980314|SHIP
3334|3|22|131|2|19980123|5-LOW|0|42|4330746|12726676|0|4330746|61867|6|19980311|FOB
3334|4|22|101|2|19980123|5-LOW|0|2|200220|12726676|2|196215|60066|0|19980312|AIR
3334|5|22|90|2|19980123|5-LOW|0|9|891081|12726676|8|819794|59405|1|19980226|TRUCK
3334|6|22|182|2|19980123|5-LOW|0|42|4545156|12726676|9|4136091|64930|2|19980316|RAIL
3335|1|10|105|2|19920823|4-NOT SPECI|0|13|1306630|6946612|6|1228232|60306|7|19921028|REG AIR
3335|2|10|31|1|19920823|4-NOT SPECI|0|44|4096532|6946612|7|3809774|55861|2|19921102|SHIP
3335|3|10|140|1|19920823|4-NOT SPECI|0|16|1664224|6946612|1|1647581|62408|6|19921016|SHIP
3360|1|28|174|1|19950729|5-LOW|0|31|3329927|16875048|8|3063532|64450|4|19951016|REG AIR
3360|2|28|91|1|19950729|5-LOW|0|29|2874161|16875048|0|2874161|59465|6|19950831|FOB
3360|3|28|82|1|19950729|5-LOW|0|39|3830112|16875048|8|3523703|58924|3|19951024|REG AIR
3360|4|28|117|2|19950729|5-LOW|0|29|2949619|16875048|10|2654657|61026|1|19950906|FOB
3360|5|28|58|1|19950729|5-LOW|0|4|383220|16875048|8|352562|57483|7|19950926|SHIP
3360|6|28|71|1|19950729|5-LOW|0|42|4078494|16875048|4|3915354|58264|1|19951022|FOB
3361|1|11|144|1|19950923|2-HIGH|0|6|626484|9551395|2|613954|62648|2|19951125|FOB
3361|2|11|171|2|19950923|2-HIGH|0|33|3534861|9551395|1|3499512|64270|2|19951115|MAIL
3361|3|11|191|2|19950923|2-HIGH|0|31|3382689|9551395|6|3179727|65471|4|19951113|FOB
3361|4|11|148|1|19950923|2-HIGH|0|8|838512|9551395|8|771431|62888|5|19951206|MAIL
3361|5|11|170|2|19950923|2-HIGH|0|12|1284204|9551395|9|1168625|64210|6|19951123|SHIP
3362|1|10|22|2|19970621|1-URGENT|0|14|1290828|13534783|6|1213378|55321|5|19970730|FOB
3362|2|10|195|1|19970621|1-URGENT|0|41|4490279|13534783|5|4265765|65711|3|19970728|REG AIR
3362|3|10|115|1|19970621|1-URGENT|0|40|4060440|13534783|5|3857418|60906|6|19970909|FOB
3362|4|10|2|2|19970621|1-URGENT|0|3|270600|13534783|3|262482|54120|1|19970726|SHIP
3362|5|10|138|1|19970621|1-URGENT|0|36|3737268|13534783|6|3513031|62287|0|19970721|RAIL
3363|1|17|10|1|19941109|2-HIGH|0|42|3822042|11385604|0|3822042|54600|8|19950111|RAIL
3363|2|17|191|2|19941109|2-HIGH|0|21|2291499|11385604|8|2108179|65471|8|19941214|RAIL
3363|3|17|159|1|19941109|2-HIGH|0|2|211830|11385604|1|209711|63549|7|19950117|SHIP
3363|4|17|113|2|19941109|2-HIGH|0|20|2026220|11385604|7|1884384|60786|6|19950101|MAIL
3363|5|17|200|2|19941109|2-HIGH|0|4|440080|11385604|0|440080|66012|8|19950103|FOB
3363|6|17|138|1|19941109|2-HIGH|0|21|2180073|11385604|3|2114670|62287|8|19941216|AIR
3364|1|11|90|2|19970518|1-URGENT|0|49|4851441|8781871|3|4705897|59405|5|19970720|SHIP
3364|2|11|111|1|19970518|1-URGENT|0|38|3842218|8781871|2|3765373|60666|2|19970809|REG AIR
3365|1|16|151|2|19921231|4-NOT SPECI|0|37|3889255|9307142|2|3811469|63069|8|19930331|SHIP
3365|2|16|167|2|19921231|4-NOT SPECI|0|37|3948492|9307142|7|3672097|64029|8|19930302|REG AIR
3365|3|16|115|1|19921231|4-NOT SPECI|0|13|1319643|9307142|9|1200875|60906|2|19930324|RAIL
3366|1|16|40|1|19951028|1-URGENT|0|4|376016|7402951|7|349694|56402|1|19951205|AIR
3366|2|16|136|1|19951028|1-URGENT|0|9|932517|7402951|0|932517|62167|8|19951215|REG AIR
3366|3|16|53|1|19951028|1-URGENT|0|35|3335675|7402951|9|3035464|57183|4|19951228|REG AIR
3366|4|16|95|2|19951028|1-URGENT|0|29|2885761|7402951|0|2885761|59705|0|19960121|FOB
3367|1|20|41|2|19950704|2-HIGH|0|27|2540808|18580136|1|2515399|56462|3|19950917|RAIL
3367|2|20|141|2|19950704|2-HIGH|0|34|3539876|18580136|4|3398280|62468|8|19950827|MAIL
3367|3|20|120|2|19950704|2-HIGH|0|38|3876456|18580136|3|3760162|61207|3|19950816|RAIL
3367|4|20|171|1|19950704|2-HIGH|0|37|3963329|18580136|9|3606629|64270|6|19950921|TRUCK
3367|5|20|190|1|19950704|2-HIGH|0|33|3597627|18580136|4|3453721|65411|3|19951002|SHIP
3367|6|20|95|1|19950704|2-HIGH|0|11|1094599|18580136|9|996085|59705|7|19950811|SHIP
3392|1|29|171|2|19960505|4-NOT SPECI|0|40|4284680|12214580|1|4241833|64270|1|19960623|MAIL
3392|2|29|123|2|19960505|4-NOT SPECI|0|13|1330056|12214580|9|1210350|61387|2|19960725|MAIL
3392|3|29|127|2|19960505|4-NOT SPECI|0|34|3492208|12214580|10|3142987|61627|8|19960729|MAIL
3392|4|29|124|2|19960505|4-NOT SPECI|0|7|716884|12214580|8|659533|61447|5|19960717|RAIL
3392|5|29|19|2|19960505|4-NOT SPECI|0|1|91901|12214580|5|87305|55140|2|19960611|MAIL
3392|6|29|161|1|19960505|4-NOT SPECI|0|24|2546784|12214580|3|2470380|63669|2|19960706|REG AIR
3393|1|29|117|2|19941030|4-NOT SPECI|0|16|1627376|12940509|1|1611102|61026|0|19941215|TRUCK
3393|2|29|125|2|19941030|4-NOT SPECI|0|44|4510528|12940509|8|4149685|61507|4|19941201|AIR
3393|3|29|97|2|19941030|4-NOT SPECI|0|25|2492725|12940509|7|2318234|59825|2|19941208|MAIL
3393|4|29|72|1|19941030|4-NOT SPECI|0|48|4665936|12940509|6|4385979|58324|6|19950111|FOB
3394|1|29|155|1|19940521|3-MEDIUM|0|33|3481995|21552927|7|3238255|63309|8|19940802|SHIP
3394|2|29|146|1|19940521|3-MEDIUM|0|43|4498402|21552927|8|4138529|62768|3|19940805|RAIL
3394|3|29|88|1|19940521|3-MEDIUM|0|26|2569008|21552927|1|2543317|59284|0|19940628|RAIL
3394|4|29|81|1|19940521|3-MEDIUM|0|14|1373512|21552927|8|1263631|58864|0|19940718|MAIL
3394|5|29|127|1|19940521|3-MEDIUM|0|30|3081360|21552927|4|2958105|61627|6|19940809|REG AIR
3394|6|29|184|2|19940521|3-MEDIUM|0|14|1517852|21552927|5|1441959|65050|5|19940710|REG AIR
3394|7|29|184|2|19940521|3-MEDIUM|0|46|4987228|21552927|0|4987228|65050|7|19940623|FOB
3395|1|26|142|1|19940623|3-MEDIUM|0|21|2188494|17987303|3|2122839|62528|6|19940906|SHIP
3395|2|26|36|2|19940623|3-MEDIUM|0|38|3556914|17987303|1|3521344|56161|7|19940906|SHIP
3395|3|26|43|1|19940623|3-MEDIUM|0|43|4055072|17987303|6|3811767|56582|7|19940831|AIR
3395|4|26|122|2|19940623|3-MEDIUM|0|39|3986268|17987303|5|3786954|61327|7|19940910|AIR
